,wind_direction_true,wind_speed,wave_height,swell_direction,swell_height
116,210.0,2.1,0.0,14,0.5
117,120.0,7.7,1.5,34,2.0
118,90.0,8.7,1.0,8,1.0
119,310.0,3.6,0.0,1,0.0
120,230.0,3.1,0.0,26,0.5
121,10.0,2.1,0.0,14,0.5
122,170.0,2.6,0.5,14,2.0
123,70.0,7.2,0.5,7,0.5
124,230.0,10.3,0.5,10,2.0
125,70.0,4.1,0.5,11,0.5
126,290.0,6.2,1.5,9,2.0
127,310.0,1.0,0.0,23,0.0
128,50.0,5.1,1.0,17,1.0
129,20.0,7.7,0.0,0,0.5
130,120.0,10.3,0.5,32,2.0
131,200.0,5.1,0.5,18,1.0
132,50.0,3.6,0.0,14,1.5
133,220.0,14.4,1.0,22,3.5
134,310.0,1.0,0.0,23,0.0
135,90.0,7.7,1.0,34,1.0
136,310.0,16.5,0.0,23,0.0
137,310.0,5.1,0.0,23,0.0
138,240.0,10.8,1.5,24,4.0
139,70.0,5.1,2.0,5,1.5
140,90.0,7.7,1.0,20,1.0
141,20.0,4.1,0.5,1,1.0
142,180.0,6.7,0.0,14,1.0
143,80.0,10.8,1.5,7,2.5
144,70.0,10.3,1.5,7,1.5
145,90.0,10.3,1.5,29,2.0
146,350.0,10.8,2.0,9,1.5
147,260.0,15.4,2.5,27,5.0
148,50.0,11.3,2.0,5,3.0
149,40.0,13.9,4.0,24,3.5
150,300.0,13.9,4.0,24,4.0
151,270.0,10.8,2.0,26,2.0
152,310.0,21.1,0.0,23,0.0
153,250.0,9.8,1.0,29,5.0
154,50.0,8.2,1.0,11,1.0
155,290.0,10.3,3.0,28,2.0
156,320.0,9.8,1.0,2,2.5
157,120.0,9.8,1.5,15,2.0
158,220.0,19.5,2.5,34,2.0
159,190.0,4.1,0.0,23,1.0
160,140.0,4.1,0.0,21,0.5
161,220.0,6.2,1.0,20,1.0
162,360.0,7.2,1.0,5,2.0
163,50.0,9.3,0.5,19,2.0
164,230.0,8.2,1.0,36,3.5
165,250.0,15.4,3.5,25,5.5
166,210.0,17.0,4.5,12,4.5
167,50.0,6.2,2.0,5,2.0
168,70.0,9.0,0.0,23,2.0
169,220.0,9.8,1.0,22,1.0
170,350.0,12.3,1.5,30,1.5
171,170.0,2.1,0.0,9,1.0
172,310.0,1.0,0.5,23,0.0
173,250.0,10.8,2.0,25,2.5
174,310.0,1.0,0.0,23,0.0
175,280.0,8.2,1.0,27,1.0
176,110.0,10.3,1.0,10,1.5
177,30.0,2.1,0.0,0,0.5
178,250.0,15.4,1.0,25,2.5
179,230.0,9.3,4.0,32,1.5
180,70.0,6.2,0.5,7,1.0
181,130.0,10.3,1.0,4,1.0
182,100.0,2.1,0.0,11,2.0
183,100.0,4.6,2.5,29,1.5
184,330.0,10.3,1.0,7,1.5
185,40.0,9.3,0.5,4,3.5
186,260.0,12.9,2.5,20,2.5
187,120.0,16.5,0.5,12,1.0
188,290.0,9.3,1.5,10,1.5
189,300.0,19.0,1.0,24,2.0
190,160.0,6.2,1.0,5,2.0
191,310.0,1.0,0.0,1,0.0
192,270.0,8.2,2.0,5,3.0
193,40.0,4.6,1.0,4,2.0
194,50.0,3.1,1.0,13,1.0
195,180.0,13.9,0.0,23,0.0
196,350.0,6.2,0.0,1,0.0
197,140.0,2.1,0.0,0,1.0
198,20.0,8.2,1.0,9,1.0
199,250.0,17.0,1.0,25,2.5
200,250.0,9.8,1.0,25,2.5
201,140.0,7.2,0.5,26,1.0
202,350.0,17.0,1.0,34,2.0
203,290.0,13.9,4.0,9,4.0
204,110.0,13.9,1.0,6,2.5
205,10.0,11.3,0.0,32,0.0
206,90.0,10.3,1.5,7,1.5
207,210.0,1.0,0.0,27,0.0
208,310.0,7.2,0.0,23,0.0
209,180.0,2.1,0.0,29,1.0
210,120.0,2.1,0.0,2,2.0
211,290.0,15.4,3.0,24,5.0
212,180.0,18.0,4.5,23,4.5
213,30.0,2.1,0.0,23,0.5
214,340.0,4.6,0.5,22,0.5
215,180.0,6.7,0.0,4,3.5
216,140.0,4.1,0.5,12,1.5
217,310.0,1.0,0.0,23,0.0
218,150.0,5.7,1.5,10,1.5
219,160.0,6.2,0.5,6,2.0
220,190.0,3.6,1.0,10,2.0
221,210.0,18.0,2.0,5,3.0
222,310.0,5.1,0.0,23,0.0
223,210.0,8.2,0.5,12,4.5
224,90.0,8.2,1.0,12,1.0
225,110.0,14.4,3.5,26,2.5
226,310.0,1.0,3.5,23,0.0
227,190.0,6.2,0.5,0,1.5
228,90.0,5.7,1.0,13,4.0
229,70.0,11.3,1.0,5,3.0
230,160.0,6.7,0.5,2,2.0
231,140.0,19.5,1.0,5,3.5
232,30.0,3.1,3.5,4,0.5
233,180.0,2.6,1.0,38,1.0
234,250.0,9.8,3.5,25,2.5
235,360.0,15.4,1.5,35,1.0
236,110.0,10.3,0.5,1,2.0
237,220.0,3.1,0.0,11,2.0
238,250.0,15.4,2.5,25,2.5
239,150.0,9.3,2.0,28,2.0
240,300.0,6.7,1.0,33,4.0
241,10.0,2.1,0.0,4,1.0
242,40.0,6.2,1.0,3,3.0
243,90.0,4.6,0.5,9,3.5
244,50.0,8.0,1.0,5,3.0
245,180.0,7.2,1.0,35,1.0
246,280.0,5.1,0.5,18,1.0
247,180.0,19.0,2.5,20,2.5
248,250.0,10.8,2.0,6,2.5
249,300.0,17.0,3.0,20,5.0
250,110.0,1.0,0.0,1,0.0
251,180.0,2.1,0.0,1,1.0
252,350.0,6.7,0.0,14,1.0
253,70.0,10.3,1.5,5,1.5
254,240.0,7.7,0.5,15,1.5
255,50.0,2.6,0.0,4,0.0
256,200.0,8.7,2.5,5,3.0
257,50.0,19.5,1.5,5,3.5
258,320.0,5.1,0.0,18,0.5
259,310.0,1.0,0.0,23,0.0
260,80.0,9.8,1.0,28,2.5
261,350.0,1.0,0.0,23,0.0
262,250.0,10.8,1.0,9,1.5
263,140.0,1.0,0.0,23,0.0
264,90.0,13.4,2.0,32,2.0
265,90.0,15.4,2.5,23,5.0
266,220.0,1.0,0.0,23,0.0
267,200.0,5.1,0.5,7,0.5
268,10.0,8.2,1.0,17,1.0
269,350.0,1.0,0.0,24,0.0
270,80.0,1.0,2.5,23,0.0
271,10.0,6.7,0.0,4,2.0
272,280.0,6.7,4.0,36,3.0
273,310.0,1.0,0.0,23,0.0
274,160.0,25.7,0.5,6,3.0
275,30.0,5.1,0.0,14,0.5
276,220.0,7.7,1.0,21,1.0
277,120.0,10.3,2.0,15,2.0
278,320.0,8.0,2.0,31,2.0
279,30.0,15.9,3.5,33,4.0
280,70.0,8.2,1.0,11,2.0
281,90.0,14.4,0.5,9,3.0
282,300.0,12.3,3.0,30,5.0
283,50.0,1.0,0.0,21,0.0
284,190.0,9.3,1.0,5,2.0
285,250.0,15.4,2.5,25,2.5
286,310.0,2.1,0.0,14,0.5
287,170.0,6.7,0.0,18,0.5
288,290.0,9.3,0.5,29,3.0
289,340.0,19.5,0.5,14,1.5
290,180.0,6.2,4.0,8,2.0
291,180.0,2.6,0.0,9,0.0
292,310.0,4.1,0.0,27,0.0
293,350.0,6.7,0.5,28,2.0
294,130.0,8.7,1.0,34,1.0
295,200.0,11.3,2.0,15,2.0
296,250.0,10.8,1.5,25,2.5
297,340.0,11.8,2.5,31,3.0
298,20.0,2.6,0.0,1,0.5
299,130.0,19.0,1.5,1,1.5
300,30.0,6.7,0.0,14,0.5
301,200.0,12.9,1.5,31,2.5
302,100.0,5.1,0.5,27,0.5
303,180.0,10.3,1.0,8,2.0
304,360.0,10.8,1.0,36,3.0
305,70.0,6.2,1.0,13,1.5
306,50.0,10.3,1.0,5,3.0
307,210.0,17.0,4.5,23,1.5
308,180.0,1.0,0.0,4,3.5
309,130.0,4.1,0.5,24,2.5
310,100.0,9.3,2.0,6,3.5
311,310.0,8.0,1.5,23,0.0
312,80.0,12.9,1.5,30,1.5
313,240.0,3.6,0.5,0,3.0
314,310.0,1.0,0.0,23,0.0
315,310.0,16.5,3.0,23,5.5
316,310.0,19.0,0.0,31,0.0
317,310.0,1.0,0.0,23,0.0
318,180.0,6.7,0.0,34,3.5
319,220.0,9.3,1.0,16,1.0
320,40.0,13.9,0.0,23,0.0
321,20.0,14.4,0.5,26,0.5
322,90.0,9.3,1.0,20,2.0
323,100.0,7.2,1.5,17,1.5
324,180.0,12.9,2.5,7,2.0
325,220.0,2.1,0.0,5,1.0
326,310.0,3.6,0.0,23,0.0
327,70.0,7.2,1.0,32,1.0
328,360.0,11.3,1.5,3,3.0
329,100.0,6.7,0.5,16,3.0
330,180.0,1.0,0.0,1,0.0
331,174.0,11.3,1.0,33,2.0
332,100.0,11.8,2.0,26,2.5
333,190.0,7.2,0.5,13,1.0
334,330.0,7.2,1.5,18,1.5
335,110.0,2.1,0.0,1,0.0
336,240.0,5.7,0.5,17,1.0
337,230.0,10.8,1.0,16,2.5
338,180.0,13.4,2.0,31,2.0
339,50.0,10.8,3.0,5,3.0
340,160.0,9.8,1.5,32,2.0
341,170.0,2.1,0.0,4,1.0
342,350.0,11.3,3.0,36,0.0
343,230.0,8.2,1.0,3,1.0
344,30.0,2.1,0.0,14,3.0
345,10.0,3.1,0.0,1,0.5
346,80.0,7.2,3.0,5,1.0
347,180.0,3.1,0.0,14,0.5
348,40.0,14.9,3.5,4,3.5
349,70.0,15.4,1.0,21,3.0
350,270.0,14.4,2.5,24,2.5
351,350.0,17.0,3.0,32,2.0
352,240.0,2.6,0.5,8,0.5
353,180.0,18.0,2.0,16,2.0
354,250.0,10.8,2.0,36,2.0
355,240.0,6.7,1.5,30,2.0
356,50.0,8.2,0.5,13,1.0
357,330.0,14.4,0.0,5,0.0
358,40.0,6.2,1.0,3,2.0
359,100.0,7.2,0.5,18,1.0
360,290.0,21.6,2.5,23,4.0
361,80.0,9.8,1.5,32,2.0
362,110.0,7.2,1.0,5,3.5
363,80.0,12.3,1.5,10,2.0
364,240.0,25.7,1.0,10,2.0
365,20.0,7.7,0.5,18,1.0
366,110.0,3.6,0.0,23,0.0
367,310.0,1.0,0.0,23,0.0
368,360.0,10.3,1.5,28,2.0
369,120.0,19.0,2.5,30,1.5
370,360.0,13.4,1.5,10,2.0
371,260.0,12.9,3.0,23,2.5
372,290.0,7.7,3.5,25,5.0
373,310.0,2.1,0.0,9,0.5
374,230.0,6.2,1.0,8,1.0
375,340.0,6.2,1.0,24,1.5
376,350.0,12.3,3.0,33,4.0
377,180.0,2.1,0.0,14,1.0
378,120.0,25.7,0.5,32,2.0
379,60.0,4.1,0.5,30,0.5
380,240.0,7.2,2.0,21,2.0
381,120.0,10.3,2.0,10,2.0
382,110.0,5.7,0.0,14,2.0
383,350.0,12.3,1.0,5,3.0
384,40.0,1.0,0.0,23,0.0
385,190.0,7.7,0.5,4,1.5
386,110.0,4.1,0.0,26,0.5
387,280.0,2.1,0.0,29,0.5
388,190.0,9.3,1.0,24,1.5
389,130.0,13.4,1.0,32,2.0
390,50.0,11.3,1.0,16,2.0
391,130.0,8.2,1.5,5,1.0
392,110.0,2.1,0.0,4,3.5
393,20.0,2.1,3.0,11,1.0
394,120.0,8.7,1.0,3,3.0
395,110.0,1.0,0.0,23,2.0
396,280.0,7.2,3.0,27,2.0
397,200.0,4.1,0.5,13,0.5
398,180.0,17.0,4.5,12,4.5
399,80.0,10.8,1.0,9,2.0
400,180.0,19.0,4.5,12,4.5
401,160.0,8.7,2.5,7,0.5
402,340.0,7.2,3.0,18,1.0
403,330.0,6.2,0.5,21,3.0
404,180.0,5.1,0.0,23,0.0
405,180.0,3.1,0.5,11,0.5
406,100.0,7.2,0.5,12,2.0
407,290.0,7.2,4.0,35,2.5
408,60.0,9.3,1.0,31,2.0
409,70.0,4.1,0.0,21,0.5
410,180.0,1.0,3.5,23,0.0
411,350.0,9.0,0.0,9,2.0
412,110.0,3.1,0.0,4,0.5
413,40.0,6.2,3.0,21,1.0
414,240.0,5.7,1.0,5,1.0
415,310.0,1.0,0.0,23,0.0
416,180.0,7.7,1.0,8,1.0
417,110.0,9.8,2.0,11,2.5
418,360.0,7.7,1.0,16,1.0
419,200.0,5.1,0.5,18,0.5
420,230.0,8.2,0.5,32,1.0
421,80.0,3.1,1.0,34,1.0
422,310.0,1.0,0.0,23,0.0
423,10.0,2.6,0.5,5,2.0
424,90.0,4.1,1.5,34,1.5
425,180.0,6.2,0.0,23,3.5
426,360.0,6.2,1.0,5,1.5
427,340.0,7.2,0.5,12,1.0
428,250.0,6.2,1.0,25,2.5
429,30.0,2.1,0.0,4,0.5
430,30.0,2.1,0.0,5,0.5
431,100.0,4.1,0.5,13,0.5
432,190.0,7.7,3.0,3,1.0
433,80.0,6.2,1.5,5,2.0
434,220.0,1.0,0.0,23,0.0
435,360.0,5.7,1.0,17,2.0
436,110.0,11.8,2.0,3,2.0
437,350.0,3.1,1.0,4,1.5
438,270.0,10.3,1.5,34,2.5
439,200.0,15.4,0.0,23,0.0
440,30.0,1.0,0.0,8,0.5
441,120.0,10.3,0.5,30,2.0
442,260.0,12.9,2.5,28,2.5
443,260.0,12.9,1.5,28,3.0
444,290.0,14.9,2.5,9,2.5
445,80.0,11.3,1.0,5,1.5
446,140.0,17.0,3.0,5,4.0
447,70.0,11.8,2.5,24,3.0
448,90.0,7.7,0.5,12,1.0
449,200.0,1.0,0.0,23,0.0
450,240.0,7.2,0.5,18,2.0
451,180.0,4.6,0.0,4,3.5
452,310.0,1.0,0.0,23,0.0
453,70.0,8.7,1.5,3,1.0
454,250.0,13.9,3.5,23,5.5
455,140.0,9.8,4.5,12,4.5
456,90.0,10.3,1.5,10,1.5
457,250.0,5.1,3.5,22,2.5
458,190.0,4.6,0.5,22,0.5
459,350.0,6.7,0.0,14,1.0
460,210.0,18.0,4.5,23,4.5
461,310.0,1.0,0.0,23,0.0
462,310.0,1.0,0.0,4,0.0
463,140.0,8.7,1.0,15,2.0
464,10.0,7.2,1.0,28,1.5
465,110.0,1.0,0.0,23,0.0
466,50.0,11.8,1.0,16,1.0
467,10.0,7.2,0.5,30,3.5
468,90.0,7.2,1.0,7,2.0
469,110.0,13.4,0.0,23,2.0
470,210.0,7.7,4.5,12,5.5
471,240.0,7.2,1.5,10,1.5
472,170.0,5.1,0.5,29,1.0
473,250.0,10.8,3.0,31,2.5
474,30.0,3.1,0.0,14,0.5
475,310.0,1.0,0.0,23,0.0
476,174.0,3.6,0.5,28,2.0
477,330.0,11.8,2.5,16,2.5
478,120.0,19.5,0.0,11,2.0
479,40.0,9.3,3.5,24,3.5
480,270.0,13.4,3.0,3,3.0
481,260.0,7.7,1.5,24,2.0
482,50.0,3.6,1.0,5,1.5
483,330.0,4.6,0.5,29,2.5
484,130.0,10.3,1.5,9,2.5
485,220.0,9.8,1.0,22,1.0
486,280.0,11.3,0.0,23,0.0
487,300.0,13.9,3.0,33,4.0
488,90.0,10.8,1.0,7,3.0
489,350.0,11.3,1.0,5,3.5
490,350.0,7.2,0.5,30,1.5
491,200.0,6.2,1.0,20,2.0
492,280.0,12.9,1.5,27,2.0
493,360.0,10.8,2.0,35,2.5
494,90.0,7.7,1.5,17,2.0
495,260.0,11.3,2.5,24,5.0
496,350.0,7.7,2.5,9,3.5
497,180.0,10.3,2.0,2,2.0
498,160.0,10.3,1.0,3,2.0
499,180.0,10.8,3.5,25,2.0
500,180.0,2.1,0.0,14,2.0
501,100.0,2.1,0.0,27,2.0
502,170.0,6.2,0.5,14,1.5
503,20.0,2.1,0.0,4,2.0
504,40.0,12.3,4.0,5,4.0
505,110.0,1.0,0.0,23,2.0
506,250.0,9.8,2.0,25,2.5
507,110.0,8.7,0.5,29,2.0
508,350.0,11.3,1.0,10,2.0
509,180.0,17.5,2.5,29,3.5
510,170.0,6.7,0.5,26,1.0
511,40.0,13.9,3.5,4,3.5
512,120.0,10.3,3.0,31,2.5
513,20.0,9.3,3.0,4,2.0
514,280.0,14.4,0.0,14,2.5
515,290.0,14.9,1.0,35,4.0
516,280.0,12.3,3.0,23,0.0
517,290.0,5.1,1.5,8,6.0
518,250.0,1.0,0.0,23,0.0
519,200.0,11.8,2.0,36,2.0
520,110.0,2.1,0.0,29,1.0
521,360.0,6.2,1.0,26,1.0
522,110.0,10.8,2.0,36,2.5
523,130.0,4.6,1.5,9,1.5
524,90.0,11.8,1.0,10,1.5
525,180.0,3.6,0.0,4,2.0
526,250.0,13.4,1.5,25,2.5
527,50.0,2.6,0.0,14,0.5
528,300.0,12.9,2.5,28,2.0
529,50.0,18.0,2.0,2,2.0
530,330.0,4.1,0.5,18,0.5
531,70.0,9.3,1.5,29,2.0
532,70.0,8.7,1.5,7,2.0
533,340.0,21.6,0.5,3,3.0
534,340.0,10.3,0.5,18,3.0
535,320.0,14.4,0.5,15,2.0
536,230.0,9.8,1.0,29,1.0
537,130.0,7.7,1.0,9,1.0
538,90.0,7.7,1.0,29,1.0
539,290.0,2.1,0.0,23,0.5
540,330.0,7.2,1.0,32,2.0
541,180.0,2.1,0.0,7,3.0
542,310.0,10.3,2.5,23,0.0
543,140.0,3.1,0.0,14,1.0
544,310.0,1.0,0.0,22,0.0
545,310.0,1.0,0.0,23,0.0
546,220.0,6.7,1.0,22,1.0
547,260.0,11.3,2.5,24,2.5
548,310.0,1.0,0.0,23,0.0
549,70.0,6.2,1.0,25,2.0
550,310.0,1.0,0.0,21,0.0
551,90.0,5.7,0.5,5,1.0
552,360.0,15.4,1.0,2,2.0
553,100.0,8.2,0.0,23,0.0
554,180.0,2.1,0.0,23,1.0
555,110.0,2.6,0.5,2,1.0
556,230.0,8.2,1.0,24,1.5
557,80.0,12.3,3.0,30,3.5
558,150.0,3.1,0.5,28,0.5
559,110.0,1.0,0.0,30,0.0
560,240.0,7.7,3.5,25,5.5
561,100.0,3.1,0.0,26,0.5
562,240.0,19.5,2.0,28,1.5
563,170.0,12.3,3.0,24,6.0
564,350.0,4.1,0.0,1,0.0
565,50.0,6.7,0.5,5,1.0
566,90.0,25.7,0.5,22,2.5
567,50.0,14.9,4.0,35,3.0
568,310.0,1.0,0.0,23,0.0
569,320.0,12.9,1.0,32,2.0
570,90.0,11.8,0.5,29,1.0
571,174.0,8.0,2.0,10,2.0
572,270.0,18.0,3.0,30,1.5
573,260.0,12.9,1.5,20,3.5
574,350.0,7.7,0.0,1,0.0
575,40.0,12.9,3.5,4,3.5
576,110.0,6.2,1.0,38,1.0
577,230.0,6.2,1.0,16,1.0
578,30.0,3.1,0.0,14,0.5
579,30.0,6.7,0.0,14,0.5
580,90.0,10.3,1.5,17,2.0
581,130.0,10.3,3.0,30,4.0
582,90.0,3.1,0.0,13,2.5
583,190.0,11.8,1.0,30,2.0
584,310.0,1.0,0.0,23,0.0
585,20.0,5.1,0.5,27,0.5
586,250.0,9.8,1.0,22,1.5
587,220.0,9.3,1.0,8,1.5
588,130.0,3.6,0.0,23,0.0
589,320.0,10.8,0.5,15,2.0
590,300.0,13.9,3.0,35,4.0
591,360.0,7.7,1.0,15,2.5
592,220.0,14.4,1.0,11,2.0
593,100.0,12.3,0.5,7,2.0
594,350.0,5.7,0.5,11,2.0
595,140.0,9.3,3.0,18,2.0
596,180.0,11.3,3.5,4,3.0
597,70.0,9.3,1.0,34,1.0
598,200.0,5.1,0.5,11,2.0
599,240.0,2.1,0.0,7,2.0
600,350.0,9.3,1.0,20,1.0
601,310.0,1.0,2.0,23,0.0
602,330.0,9.8,1.0,5,2.0
603,40.0,18.0,2.0,33,2.0
604,180.0,19.0,0.0,23,2.5
605,310.0,1.0,0.0,20,0.0
606,140.0,7.7,1.0,15,4.0
607,50.0,6.2,1.0,5,3.0
608,40.0,9.3,4.0,4,4.0
609,340.0,10.3,1.0,9,2.0
610,180.0,4.1,0.0,32,0.5
611,110.0,5.1,0.0,12,0.0
612,120.0,7.2,1.0,32,3.0
613,90.0,9.3,1.0,5,2.0
614,310.0,1.0,0.0,1,0.0
615,50.0,3.1,0.5,4,1.0
616,30.0,8.7,1.0,34,1.0
617,250.0,15.4,2.0,25,3.0
618,90.0,17.0,4.5,12,4.5
619,190.0,3.6,1.5,28,2.0
620,10.0,2.1,0.0,14,1.5
621,80.0,6.2,1.0,9,1.0
622,340.0,12.3,0.5,12,1.0
623,80.0,8.7,2.0,9,2.0
624,290.0,13.9,2.5,33,4.0
625,50.0,7.7,2.0,5,3.0
626,320.0,7.2,2.0,21,2.0
627,50.0,6.2,1.0,5,2.0
628,110.0,1.0,0.0,23,0.0
629,290.0,9.3,4.0,24,3.5
630,110.0,1.0,2.5,23,0.0
631,310.0,1.0,0.0,23,0.0
632,260.0,13.9,2.5,24,3.5
633,270.0,6.2,2.0,5,3.0
634,70.0,7.2,0.5,8,1.5
635,340.0,6.2,2.0,29,2.0
636,20.0,2.1,0.0,9,2.0
637,350.0,5.1,0.0,23,0.0
638,180.0,1.0,0.0,23,0.0
639,174.0,6.7,1.0,33,1.0
640,70.0,9.8,1.5,22,2.0
641,210.0,19.0,4.5,23,4.5
642,10.0,3.1,0.5,34,1.0
643,80.0,10.3,2.0,24,2.0
644,300.0,13.9,4.0,4,4.0
645,80.0,12.9,1.5,15,2.5
646,120.0,4.6,0.5,29,1.0
647,10.0,7.7,0.5,34,1.5
648,240.0,6.2,1.0,7,1.0
649,290.0,19.5,3.0,33,4.0
650,310.0,1.0,0.0,23,0.0
651,320.0,20.6,2.0,15,2.0
652,280.0,10.8,2.0,36,3.0
653,330.0,7.7,1.5,7,2.0
654,190.0,7.2,0.5,4,2.5
655,340.0,2.1,0.0,4,0.5
656,270.0,10.8,1.5,16,2.5
657,350.0,7.7,0.5,20,2.0
658,180.0,7.7,1.0,5,2.0
659,350.0,14.4,3.0,32,3.5
660,240.0,8.2,0.5,27,1.5
661,260.0,12.9,1.5,23,2.5
662,100.0,2.1,0.0,14,0.5
663,260.0,12.9,1.5,30,2.5
664,310.0,1.0,0.0,23,0.0
665,310.0,1.0,0.0,12,0.0
666,10.0,9.3,1.0,11,1.5
667,310.0,6.7,0.0,7,0.5
668,20.0,21.6,2.5,35,5.0
669,220.0,3.1,0.5,4,1.0
670,140.0,5.1,2.0,22,2.0
671,270.0,11.8,2.0,31,2.0
672,60.0,7.2,0.5,7,0.5
673,340.0,6.7,0.5,21,2.5
674,140.0,4.6,1.0,21,1.0
675,280.0,8.2,0.5,27,2.5
676,330.0,3.1,1.0,0,1.0
677,290.0,15.9,3.0,33,4.0
678,90.0,17.0,4.5,12,4.5
679,200.0,12.9,2.5,31,2.5
680,270.0,6.2,1.0,16,2.5
681,230.0,15.4,2.5,25,2.5
682,30.0,12.9,0.0,12,0.5
683,240.0,6.2,1.0,38,1.0
684,50.0,7.7,1.0,9,1.0
685,30.0,11.3,3.5,35,3.5
686,50.0,9.3,1.0,30,3.0
687,140.0,7.7,2.0,33,2.0
688,240.0,9.3,3.0,24,2.0
689,10.0,5.1,0.5,4,1.0
690,30.0,8.2,0.0,18,0.5
691,80.0,10.3,1.0,31,2.0
692,200.0,11.3,2.0,19,2.0
693,10.0,4.1,0.5,18,0.5
694,70.0,9.3,0.5,30,2.0
695,30.0,7.2,0.0,19,2.0
